no,name,rarity,attribute,story,cutin1,cutin2,cutin3
84,フローラ,2,水,祈祷師として幼少の頃より周囲の期待を一心に受けて育った少女。魔法の修行にも熱心に打ち込み、自分の実力を上達させてきたが、いつしか彼女の居る土地には雨が絶えなくなってしまった。ただ、これが良い目眩ましとなり、雨を嫌うドラゴンを遠ざける役目も果たしている。,覚悟してください！,容赦しません！,雨が……
85,パトリシア,2,光,何千年も続く「教国」と呼ばれる土地の使者によって囚われた、若き魔導師。小さな村の生まれながら幼い頃よりその魔術の才の片鱗を見せ、周囲の者たちの期待を背負ってきた。ただ、時折その強大な力を暴走させてしまうことがあり、自分自身に怯える日々を送っていた。,ご、ごめんなさいッ！,あわわ、すみません！,たたた、たいへんです！
86,ワルプルギス,2,闇,代々魔導師を引き継ぐ家系に生まれた、元気活発な少女。その実力は、すでに歴代の魔導師の中でも一位二位を争っており、次期当主としての呼び声も高い。しかし本人には一切その気は無く、近くに住む年下の少年エドガーとの、山や川での遊びに楽しさを見出している。,跪きなさい,これで終焉よ,闇が喰らう
87,オクタヴィア,2,無,賢者ローザによって生み出されたホムンクルス。仕組みはよりしろと同様だが、よりしろと明確に異なる点として自我を持っている。あくまでローザのお遊びによって生み出されただけの存在だが、オクタヴィア自身は、その意味、そして本質を自問し続けている。,いきます……,さようなら……
88,リーゼロッテ・マルス,3,火,騎士団に所属する優秀な魔導師。数々のドラゴンを討伐することで、その名をあげてきた。唯一の趣味である「爆炎花」は、非常に高等な魔法であるが、それを習得した彼女は天性の素質があったといえる。そんな彼女は今日も「爆炎花」を楽しむため、ドラゴンの捕獲に精を出す。,消えてしまいなさい…,芸術は爆炎よ,爆炎の花が咲く
89,フローラ・シュトローム,3,水,雨を降らせ続ける祈祷師として、各地を転々とする女性。もはや祈祷などせずとも彼女の周りには雨が振り続ける有様だが、干ばつに苦しむ土地の民にとっては女神も同然である。フローラ本人もそれを良しとはしているが、いつか澄み切った青空をもう一度見たいと夢見ている。,お別れです！,全力でいきます！,力を出し切ります！
90,パトリシア・ヴァイス,3,光,「教国」の教えの元で正しく成長した麗しき魔導師。今では自分の魔力を完全にコントロール出来るようになり、昔のように怯えて暮らす日々は終わった。しかし同時に、世界の因果律を崩壊させる「祖龍」の存在に勘付き、刻々と迫る世界の破滅を食い止めるため活動している。,正義の裁きよ！,歪みを正します！,光の力を！
91,ワルプルギス・シュバルツ,3,闇,歴代の一族の中で、最も強い力を得て当主となった魔導師。その実力は、すでに各国へと知れ渡り、方方からドラゴン討伐や新魔法の開発を依頼されている。そんな折、幼馴染のエドガーが帝国軍へ入隊するとの連絡を受け、多忙の疲れを押して遠方の地よりの帰路についた。,子供は寝る時間よ,安心なさい、すぐ終わるわ,闇が喰らい尽くす
92,オクタヴィア・ゼーレ,3,無,人間になりたい人形。<br class="spacer">ただそれだけの存在であると、<br class="spacer">オクタヴィアは悟った。,あ……,……,え……
93,さくら,3,火,サムライと呼ばれる、竜の退治を生業とする父を持つ少女。幼い頃から父の指導の元、厳しく育て上げられ、すでに自身の通う道場においては師範代を任されている。幼馴染のにじょうとは犬猿の仲であり、事あるごとに対立しているが、さくらも、彼の実力だけは認めている。,本気で行くよ！,精進が足りないよ！,気合い入れてくよ！
94,かすみ,3,水,幼い頃、異国の騎士に命を救われた少女。その他人を守る為に全力を尽くす姿勢に感激し、自身も剣士となる事を決めた。争いを好まない両親を説得することには骨をおったが、竜退治の職が認知されてきたこともあり、どうにかサムライとなることの許しを得た。,死に花を咲かせてあげる,黄泉の国がお似合いよ,牙は届かない
95,つばき,3,光,伝説の料理人の血を引く、極限の天才料理人……といいたいところではあるが、まだまだ修行中の見習い料理人。祖先を同じとする全能の天才見習い料理人、ひめじとはお互い争い合う仲であり定期的に行われる極限対全能の料理対決はワノクニ中の注目を集めている。,こっけいだねぇ！！,とうふは大きく切る！,うん、美味い！
96,あやめ,3,闇,ゼロシキと共に、竜退治の旅を続ける少女。幼い頃、竜に襲われたところをゼロシキに救われ、以来共に旅を続けている。暗殺者の資質を持ちあわせており、その点ではゼロシキの手を煩わせることは無いが、兎に角料理が下手であり、何度となくゼロシキの命を危険にさらしている。,さよう…なら……,もう、おしまい,にがさ…ない…
97,ぼたん,3,無,竜退治を生業とする里に生まれた名も無き少女。ぼたんという名は、その代の娘が必ず受け継ぐ名であり、個人をさすものというより、いわば記号のような扱いの名前である。心を殺し、自我を持たず、ただ命じられるままに竜を退治するその姿は、まるで人形のようとも形容される。,お覚悟……ください,消えて……ください,耐えて……ください
